Group,Name,Points,Description,Reward
Carpenter,Knock on Wood I,5,Achieve carpenter level 10.
Carpenter,Knock on Wood II,5,Achieve carpenter level 20.
Carpenter,Knock on Wood III,5,Achieve carpenter level 30.
Carpenter,Knock on Wood IV,5,Achieve carpenter level 40.
Carpenter,Knock on Wood V,5,Achieve carpenter level 50.
Carpenter,Knock on Wood VI,5,Achieve carpenter level 60.
Carpenter,Knock on Wood VII,5,Achieve carpenter level 70.
Carpenter,Knock on Wood VIII,5,Achieve carpenter level 80.
Blacksmith,"Temper, Temper I",5,Achieve blacksmith level 10.
Blacksmith,"Temper, Temper II",5,Achieve blacksmith level 20.
Blacksmith,"Temper, Temper III",5,Achieve blacksmith level 30.
Blacksmith,"Temper, Temper IV",5,Achieve blacksmith level 40.
Blacksmith,"Temper, Temper V",5,Achieve blacksmith level 50.
Blacksmith,"Temper, Temper VI",5,Achieve blacksmith level 60.
Blacksmith,"Temper, Temper VII",5,Achieve blacksmith level 70.
Blacksmith,"Temper, Temper VIII",5,Achieve blacksmith level 80.
Armorer,The Riddle of Steel I,5,Achieve armorer level 10.
Armorer,The Riddle of Steel II,5,Achieve armorer level 20.
Armorer,The Riddle of Steel III,5,Achieve armorer level 30.
Armorer,The Riddle of Steel IV,5,Achieve armorer level 40.
Armorer,The Riddle of Steel V,5,Achieve armorer level 50.
Armorer,The Riddle of Steel VI,5,Achieve armorer level 60.
Armorer,The Riddle of Steel VII,5,Achieve armorer level 70.
Armorer,The Riddle of Steel VIII,5,Achieve armorer level 80.
Goldsmith,Heart of Gold I,5,Achieve goldsmith level 10.
Goldsmith,Heart of Gold II,5,Achieve goldsmith level 20.
Goldsmith,Heart of Gold III,5,Achieve goldsmith level 30.
Goldsmith,Heart of Gold IV,5,Achieve goldsmith level 40.
Goldsmith,Heart of Gold V,5,Achieve goldsmith level 50.
Goldsmith,Heart of Gold VI,5,Achieve goldsmith level 60.
Goldsmith,Heart of Gold VII,5,Achieve goldsmith level 70.
Goldsmith,Heart of Gold VIII,5,Achieve goldsmith level 80.
Leatherworker,Tougher than Leather I,5,Achieve leatherworker level 10.
Leatherworker,Tougher than Leather II,5,Achieve leatherworker level 20.
Leatherworker,Tougher than Leather III,5,Achieve leatherworker level 30.
Leatherworker,Tougher than Leather IV,5,Achieve leatherworker level 40.
Leatherworker,Tougher than Leather V,5,Achieve leatherworker level 50.
Leatherworker,Tougher than Leather VI,5,Achieve leatherworker level 60.
Leatherworker,Tougher than Leather VII,5,Achieve leatherworker level 70.
Leatherworker,Tougher than Leather VIII,5,Achieve leatherworker level 80.
Weaver,"Smiling, Styling, and Textiling I",5,Achieve weaver level 10.
Weaver,"Smiling, Styling, and Textiling II",5,Achieve weaver level 20.
Weaver,"Smiling, Styling, and Textiling III",5,Achieve weaver level 30.
Weaver,"Smiling, Styling, and Textiling IV",5,Achieve weaver level 40.
Weaver,"Smiling, Styling, and Textiling V",5,Achieve weaver level 50.
Weaver,"Smiling, Styling, and Textiling VI",5,Achieve weaver level 60.
Weaver,"Smiling, Styling, and Textiling VII",5,Achieve weaver level 70.
Weaver,"Smiling, Styling, and Textiling VIII",5,Achieve weaver level 80.
Alchemist,'Tis True without Lying I,5,Achieve alchemist level 10.
Alchemist,'Tis True without Lying II,5,Achieve alchemist level 20.
Alchemist,'Tis True without Lying III,5,Achieve alchemist level 30.
Alchemist,'Tis True without Lying IV,5,Achieve alchemist level 40.
Alchemist,'Tis True without Lying V,5,Achieve alchemist level 50.
Alchemist,'Tis True without Lying VI,5,Achieve alchemist level 60.
Alchemist,'Tis True without Lying VII,5,Achieve alchemist level 70.
Alchemist,'Tis True without Lying VIII,5,Achieve alchemist level 80.
Culinarian,All in Good Taste I,5,Achieve culinarian level 10.
Culinarian,All in Good Taste II,5,Achieve culinarian level 20.
Culinarian,All in Good Taste III,5,Achieve culinarian level 30.
Culinarian,All in Good Taste IV,5,Achieve culinarian level 40.
Culinarian,All in Good Taste V,5,Achieve culinarian level 50.
Culinarian,All in Good Taste VI,5,Achieve culinarian level 60.
Culinarian,All in Good Taste VII,5,Achieve culinarian level 70.
Culinarian,All in Good Taste VIII,5,Achieve culinarian level 80.
