Group,Name,Points,Description,Reward
Decipher Maps,I Can Dig It I,5,Decipher 3 timeworn leather maps and open the treasure coffers to which they lead. 
Decipher Maps,I Can Dig It II,5,Decipher 5 timeworn goatskin maps and open the treasure coffers to which they lead. 
Decipher Maps,I Can Dig It III,5,Decipher 10 timeworn toadskin maps and open the treasure coffers to which they lead. 
Decipher Maps,I Can Dig It IV,10,Decipher 20 timeworn boarskin maps and open the treasure coffers to which they lead. 
Decipher Maps,No Stone Unturned,20,Decipher 20 timeworn peisteskin maps and open the treasure coffers to which they lead.,Title: Treasure Hunter 
Decipher Maps,I Can Dig It V,20,Decipher 20 timeworn archaeoskin maps and open the treasure coffers to which they lead. 
Decipher Maps,I Can Dig It VI,20,Decipher 20 timeworn wyvernskin maps and open the treasure coffers to which they lead. 
Decipher Maps,I Can Dig It VII,20,Decipher 20 timeworn dragonskin maps and open the treasure coffers to which they lead. 
Decipher Maps,I Can Dig It VIII,20,Decipher 20 timeworn ganagaskin maps and open the treasure coffers to which they lead. 
Decipher Maps,I Can Dig It IX,20,Decipher 20 timeworn gazelleskin maps and open the treasure coffers to which they lead. 
Decipher Maps,I Can Dig It X,20,Decipher 20 timeworn gliderskin maps and open the treasure coffers to which they lead. 
Decipher Maps,I Can Dig It XI,20,Decipher 20 timeworn zonureskin maps and open the treasure coffers to which they lead. 
Aquapolis,Life Aquatic I,5,Raid the Aquapolis.,Title: Polis Raider 
Aquapolis,Life Aquatic II,10,Raid the Aquapolis 5 times. 
Aquapolis,Life Aquatic III,10,Raid the Aquapolis 10 times. 
Aquapolis,Life Aquatic IV,20,Raid the Aquapolis 20 times.,Title: Polis Dweller 
Aquapolis,The Slow Regard of Stolen Things I,5,Raid the deepest room in Aquapolis. 
Aquapolis,The Slow Regard of Stolen Things II,10,Raid the deepest room in Aquapolis 5 times. 
Aquapolis,The Slow Regard of Stolen Things III,10,Raid the deepest room in Aquapolis 10 times. 
Aquapolis,The Slow Regard of Stolen Things IV,20,Raid the deepest room in Aquapolis 20 times.,Title: Polis Lord 
Lost Canals of Uznair,Raiders of the Lost Canals I,5,Raid the Lost Canals of Uznair.,Title: Canal Raider 
Lost Canals of Uznair,Raiders of the Lost Canals II,10,Raid the Lost Canals of Uznair 5 times. 
Lost Canals of Uznair,Raiders of the Lost Canals III,10,Raid the Lost Canals of Uznair 10 times. 
Lost Canals of Uznair,Raiders of the Lost Canals IV,20,Raid the Lost Canals of Uznair 20 times.,Title: Canal Dweller 
Lost Canals of Uznair,The Deep End I,5,Raid the deepest sluice in the Lost Canals of Uznair. 
Lost Canals of Uznair,The Deep End II,10,Raid the deepest sluice in the Lost Canals of Uznair 5 times. 
Lost Canals of Uznair,The Deep End III,10,Raid the deepest sluice in the Lost Canals of Uznair 10 times. 
Lost Canals of Uznair,The Deep End IV,20,Raid the deepest sluice in the Lost Canals of Uznair 20 times.,Title: Canal Lady/Lord 
Hidden Canals of Uznair,Raiders of the Hidden Canals I,5,Raid the Hidden Canals of Uznair.,Title: Deep Canal Raider 
Hidden Canals of Uznair,Raiders of the Hidden Canals II,10,Raid the Hidden Canals of Uznair 5 times. 
Hidden Canals of Uznair,Raiders of the Hidden Canals III,10,Raid the Hidden Canals of Uznair 10 times. 
Hidden Canals of Uznair,Raiders of the Hidden Canals IV,20,Raid the Hidden Canals of Uznair 20 times.,Title: Deep Canal Dweller 
Hidden Canals of Uznair,The Deeper End I,5,Raid the deepest sluice in the Hidden Canals of Uznair. 
Hidden Canals of Uznair,The Deeper End II,10,Raid the deepest sluice in the Hidden Canals of Uznair 5 times. 
Hidden Canals of Uznair,The Deeper End III,10,Raid the deepest sluice in the Hidden Canals of Uznair 10 times. 
