Group,Name,Points,Description,Reward
Astragalos,Die Another Day I,5,Emerge victorious in an Astragalos campaign.
Astragalos,Die Another Day II,5,Emerge victorious in an Astragalos campaign 50 times.
Astragalos,Die Another Day III,5,Emerge victorious in an Astragalos campaign 100 times.,Mount: Magitek Avenger
Astragalos,Die Another Day IV,10,Emerge victorious in an Astragalos campaign 500 times.
Astragalos,Die Another Day V,20,Emerge victorious in an Astragalos campaign 1000 times.,Title: Wings of Fire
Astragalos,Roll the Dice I,5,Participate in an Astragalos campaign.
Astragalos,Roll the Dice II,5,Participate in an Astragalos campaign 50 times.
Astragalos,Roll the Dice III,5,Participate in an Astragalos campaign 100 times.
Astragalos,Roll the Dice IV,10,Participate in an Astragalos campaign 500 times.
Astragalos,Roll the Dice V,20,Participate in an Astragalos campaign 1000 times.,Title: Wings of Steel
Hidden Gorge,Out of Hiding,5,Emerge victorious in a Hidden Gorge campaign 100 times.,Mount: Magitek Avenger A-1
