Group,Name,Points,Description,Reward
Conjurer,I Got the Magic Stick I,5,Achieve conjurer level 10.
Conjurer,I Got the Magic Stick II,5,Achieve conjurer level 20.
Conjurer,I Got the Magic Stick III,5,Achieve conjurer level 30.
Conjurer,I Got the Magic Stick IV,5,Achieve conjurer level 40.
Conjurer,I Got the Magic Stick V,5,Achieve conjurer level 50.
Conjurer,I Got the Magic Stick VI,5,Achieve conjurer level 60.
Conjurer,I Got the Magic Stick VII,5,Achieve conjurer level 70.
Conjurer,I Got the Magic Stick VIII,5,Achieve conjurer level 80.
Thaumaturge,Bring Out Your Dead I,5,Achieve thaumaturge level 10.
Thaumaturge,Bring Out Your Dead II,5,Achieve thaumaturge level 20.
Thaumaturge,Bring Out Your Dead III,5,Achieve thaumaturge level 30.
Thaumaturge,Bring Out Your Dead IV,5,Achieve thaumaturge level 40.
Thaumaturge,Bring Out Your Dead V,5,Achieve thaumaturge level 50.
Thaumaturge,Bring Out Your Dead VI,5,Achieve thaumaturge level 60.
Thaumaturge,Bring Out Your Dead VII,5,Achieve thaumaturge level 70.
Thaumaturge,Bring Out Your Dead VIII,5,Achieve thaumaturge level 80.
Arcanist,Through the Gate I,5,Achieve arcanist level 10.
Arcanist,Through the Gate II,5,Achieve arcanist level 20.
Arcanist,Through the Gate III,5,Achieve arcanist level 30.
Arcanist,Through the Gate IV,5,Achieve arcanist level 40.
Arcanist,Through the Gate V,5,Achieve arcanist level 50.
Arcanist,Through the Gate VI,5,Achieve arcanist level 60.
Arcanist,Through the Gate VII,5,Achieve arcanist level 70.
Arcanist,Through the Gate VIII,5,Achieve arcanist level 80.
Blue Mage,Da Ba Dee I,5,"Achieve blue mage level 10,"
Blue Mage,Da Ba Dee II,5,"Achieve blue mage level 20,"
Blue Mage,Da Ba Dee III,5,"Achieve blue mage level 30,"
Blue Mage,Da Ba Dee IV,5,"Achieve blue mage level 40,"
Blue Mage,Da Ba Dee V,5,"Achieve blue mage level 50,"
Blue Mage,Da Ba Dee VI,5,Achieve blue mage level 60.
Blue Mage Spells,The More You Know I,5,Learn 5 blue mage spells.
Blue Mage Spells,The More You Know II,5,Learn 10 blue mage spells.
Blue Mage Spells,The More You Know III,5,Learn 20 blue mage spells.
Blue Mage Spells,The More You Know IV,5,Learn 30 blue mage spells.,Title: Blue Blood
Blue Mage Spells,The More You Know V,5,Learn 40 blue mage spells.
Blue Mage Spells,The More You Know VI,5,Learn 50 blue mage spells.
Blue Mage Spells,The More You Know VII,5,Learn 80 blue mage spells.,Title: Blue to the Bone
Astrologian,Starstruck I,5,Achieve astrologian level 30.
Astrologian,Starstruck II,5,Achieve astrologian level 40.
Astrologian,Starstruck III,5,Achieve astrologian level 50.
Astrologian,Starstruck IV,5,Achieve astrologian level 60.
Astrologian,Starstruck V,5,Achieve astrologian level 70.
Astrologian,Starstruck VI,5,Achieve astrologian level 80.
Red Mage,How Deep the Rabbit Hole Goes I,5,Achieve red mage level 50.
Red Mage,How Deep the Rabbit Hole Goes II,5,Achieve red mage level 60.
Red Mage,How Deep the Rabbit Hole Goes III,5,Achieve red mage level 70.
Red Mage,How Deep the Rabbit Hole Goes IV,5,Achieve red mage level 80.
