Group,Name,Points,Description,Reward
Paladin,I've Got It: Galatyn Anemos & Evalach Anemos,10,Obtain Galatyn Anemos and Evalach Anemos.
Paladin,I've Got It: Elemental Sword,10,Obtain an elemental sword.
Paladin,I've Got It: Pyros Sword,10,Obtain a Pyros sword.
Paladin,I've Got It: Antea Physeos & Bellerophon Physeos,10,Obtain Antea Physeos and Bellerophon Physeos.
Monk,I've Got It: Sudarshana Chakra Anemos,10,Obtain Sudarshana Chakra Anemos.
Monk,I've Got It: Elemental Knuckles,10,Obtain a pair of elemental knuckles.
Monk,I've Got It: Pyros Knuckles,10,Obtain a pair of Pyros knuckles.
Monk,I've Got It: Dumuzis Physeos,10,Obtain a pair of Dumuzis Physeos.
Warrior,I've Got It: Farsha Anemos,10,Obtain Farsha Anemos.
Warrior,I've Got It: Elemental Battleaxe,10,Obtain an elemental battleaxe.
Warrior,I've Got It: Pyros Battleaxe,10,Obtain a Pyros battleaxe.
Warrior,I've Got It: Shamash Physeos,10,Obtain Shamash Physeos.
Dragoon,I've Got It: Ryunohige Anemos,10,Obtain Ryunohige Anemos.
Dragoon,I've Got It: Elemental Lance,10,Obtain an elemental lance.
Dragoon,I've Got It: Pyros Lance,10,Obtain a Pyros lance.
Dragoon,I've Got It: Daboya Physeos,10,Obtain Daboya Physeos.
Bard,I've Got It: Failnaught Anemos,10,Obtain Failnaught Anemos.
Bard,I've Got It: Elemental Harp Bow,10,Obtain an elemental harp bow.
Bard,I've Got It: Pyros Harp Bow,10,Obtain a Pyros harp bow.
Bard,I've Got It: Circinae Physeos,10,Obtain Circinae Physeos
Ninja,I've Got It: Nagi Anemos,10,Obtain a pair of Nagi Anemos.
Ninja,I've Got It: Elemental Knives,10,Obtain a pair of elemental knives.
Ninja,I've Got It: Pyros Knives,10,Obtain a pair of Pyros knives.
Ninja,I've Got It: Kasasagi Physeos,10,Obtain a pair of Kasasagi Physeos.
White Mage,I've Got It: Aymur Anemos,10,Obtain Aymur Anemos.
White Mage,I've Got It: Elemental Cane,10,Obtain an elemental cane.
White Mage,I've Got It: Pyros Cane,10,Obtain a Pyros cane.
White Mage,I've Got It: Rose Couverte Physeos,10,Obtain Rose Couverte Physeos.
Black Mage,I've Got It: Vanargand Anemos,10,Obtain Vanargand Anemos.
Black Mage,I've Got It: Elemental Rod,10,Obtain an elemental rod.
Black Mage,I've Got It: Pyros Rod,10,Obtain a Pyros rod.
Black Mage,I've Got It: Paikea Physeos,10,Obtain Paikea Physeos.
Summoner,I've Got It: Lemegeton Anemos,10,Obtain a copy of Lemegeton Anemos.
Summoner,I've Got It: Elemental Grimoire,10,Obtain an elemental grimoire.
Summoner,I've Got It: Pyros Grimoire,10,Obtain a Pyros grimoire.
Summoner,I've Got It: Tuah Physeos,10,Obtain Tuah Physeos.
Scholar,I've Got It: Organum Anemos,10,Obtain a copy of Organum Anemos.
Scholar,I've Got It: Elemental Codex,10,Obtain an elemental codex.
Scholar,I've Got It: Pyros Codex,10,Obtain a Pyros codex.
Scholar,I've Got It: Jebat Physeos,10,Obtain Jebat Physeos.
Dark Knight,I've Got It: Caladbolg Anemos,10,Obtain Caladbolg Anemos.
Dark Knight,I've Got It: Elemental Guillotine,10,Obtain an elemental guillotine.
Dark Knight,I've Got It: Pyros Guillotine,10,Obtain a Pyros guillotine.
Dark Knight,I've Got It: Xiphias Physeos,10,Obtain Xiphias Physeos.
Machinist,I've Got It: Outsider Anemos,10,Obtain Outsider Anemos.
Machinist,I've Got It: Elemental Handgonne,10,Obtain an elemental handgonne.
Machinist,I've Got It: Pyros Handgonne,10,Obtain a Pyros handgonne.
Machinist,I've Got It: Mollfrith Physeos,10,Obtain Mollfrith Physeos.
Astrologian,I've Got It: Pleiades Anemos,10,Obtain Pleiades Anemos.
Astrologian,I've Got It: Elemental Astrometer,10,Obtain an elemental astrometer.
Astrologian,I've Got It: Pyros Astrometer,10,Obtain a Pyros astrometer.
Astrologian,I've Got It: Albireo Physeos,10,Obtain Albireo Physeos.
Samurai,I've Got It: Kiku-ichimonji Anemos,10,Obtain Kiku-ichimonji Anemos.
Samurai,I've Got It: Elemental Blade,10,Obtain an elemental blade.
Samurai,I've Got It: Pyros Blade,10,Obtain a Pyros blade.
Samurai,I've Got It: Torigashira Physeos,10,Obtain Torigashira Physeos.
Red Mage,I've Got It: Murgleis Anemos,10,Obtain Murgleis Anemos.
Red Mage,I've Got It: Elemental Tuck,10,Obtain an elemental tuck.
Red Mage,I've Got It: Pyros Tuck,10,Obtain a Pyros tuck.
Red Mage,I've Got It: Brunello Physeos,10,Obtain Brunello Physeos.
